object,frame,xmin,xmax,ymin,ymax,points,timestep,area,xcenter,ycenter
177,700,503,581,176,429,"[[503, 176], [581, 176], [581, 429], [503, 429], [503, 176]]",140,19734,542.0,302.5
147,700,1283,1330,104,285,"[[1283, 104], [1330, 104], [1330, 285], [1283, 285], [1283, 104]]",140,8507,1306.5,194.5
455,700,58,237,324,830,"[[58, 324], [237, 324], [237, 830], [58, 830], [58, 324]]",140,90574,147.5,577.0
196,700,1075,1142,151,409,"[[1075, 151], [1142, 151], [1142, 409], [1075, 409], [1075, 151]]",140,17286,1108.5,280.0
559,700,652,763,227,599,"[[652, 227], [763, 227], [763, 599], [652, 599], [652, 227]]",140,41292,707.5,413.0
428,700,1477,1666,301,894,"[[1477, 301], [1666, 301], [1666, 894], [1477, 894], [1477, 301]]",140,112077,1571.5,597.5
145,700,198,396,353,929,"[[198, 353], [396, 353], [396, 929], [198, 929], [198, 353]]",140,114048,297.0,641.0
16,700,1030,1073,107,269,"[[1030, 107], [1073, 107], [1073, 269], [1030, 269], [1030, 107]]",140,6966,1051.5,188.0
353,700,412,482,163,381,"[[412, 163], [482, 163], [482, 381], [412, 381], [412, 163]]",140,15260,447.0,272.0
294,700,944,1096,304,853,"[[944, 304], [1096, 304], [1096, 853], [944, 853], [944, 304]]",140,83448,1020.0,578.5
485,700,104,173,169,368,"[[104, 169], [173, 169], [173, 368], [104, 368], [104, 169]]",140,13731,138.5,268.5
599,700,1494,1793,450,1280,"[[1494, 450], [1793, 450], [1793, 1280], [1494, 1280], [1494, 450]]",140,248170,1643.5,865.0
198,700,483,554,165,393,"[[483, 165], [554, 165], [554, 393], [483, 393], [483, 165]]",140,16188,518.5,279.0
160,700,939,983,112,275,"[[939, 112], [983, 112], [983, 275], [939, 275], [939, 112]]",140,7172,961.0,193.5
115,700,758,843,183,474,"[[758, 183], [843, 183], [843, 474], [758, 474], [758, 183]]",140,24735,800.5,328.5
503,700,209,276,163,361,"[[209, 163], [276, 163], [276, 361], [209, 361], [209, 163]]",140,13266,242.5,262.0
563,700,396,530,262,678,"[[396, 262], [530, 262], [530, 678], [396, 678], [396, 262]]",140,55744,463.0,470.0
248,700,1435,1649,346,1021,"[[1435, 346], [1649, 346], [1649, 1021], [1435, 1021], [1435, 346]]",140,144450,1542.0,683.5
502,705,417,570,290,764,"[[417, 290], [570, 290], [570, 764], [417, 764], [417, 290]]",141,72522,493.5,527.0
455,705,232,409,323,844,"[[232, 323], [409, 323], [409, 844], [232, 844], [232, 323]]",141,92217,320.5,583.5
145,705,369,566,357,957,"[[369, 357], [566, 357], [566, 957], [369, 957], [369, 357]]",141,118200,467.5,657.0
503,705,242,305,158,350,"[[242, 158], [305, 158], [305, 350], [242, 350], [242, 158]]",141,12096,273.5,254.0
198,705,545,615,162,390,"[[545, 162], [615, 162], [615, 390], [545, 390], [545, 162]]",141,15960,580.0,276.0
177,705,549,627,174,429,"[[549, 174], [627, 174], [627, 429], [549, 429], [549, 174]]",141,19890,588.0,301.5
559,705,657,767,225,593,"[[657, 225], [767, 225], [767, 593], [657, 593], [657, 225]]",141,40480,712.0,409.0
248,705,1578,1814,342,1023,"[[1578, 342], [1814, 342], [1814, 1023], [1578, 1023], [1578, 342]]",141,160716,1696.0,682.5
147,705,1272,1319,105,286,"[[1272, 105], [1319, 105], [1319, 286], [1272, 286], [1272, 105]]",141,8507,1295.5,195.5
294,705,1135,1299,325,933,"[[1135, 325], [1299, 325], [1299, 933], [1135, 933], [1135, 325]]",141,99712,1217.0,629.0
16,705,1035,1077,107,268,"[[1035, 107], [1077, 107], [1077, 268], [1035, 268], [1035, 107]]",141,6762,1056.0,187.5
563,705,414,547,260,675,"[[414, 260], [547, 260], [547, 675], [414, 675], [414, 260]]",141,55195,480.5,467.5
485,705,157,222,162,352,"[[157, 162], [222, 162], [222, 352], [157, 352], [157, 162]]",141,12350,189.5,257.0
353,705,450,518,160,375,"[[450, 160], [518, 160], [518, 375], [450, 375], [450, 160]]",141,14620,484.0,267.5
196,705,1031,1099,151,403,"[[1031, 151], [1099, 151], [1099, 403], [1031, 403], [1031, 151]]",141,17136,1065.0,277.0
115,705,744,829,183,474,"[[744, 183], [829, 183], [829, 474], [744, 474], [744, 183]]",141,24735,786.5,328.5
160,705,929,972,109,267,"[[929, 109], [972, 109], [972, 267], [929, 267], [929, 109]]",141,6794,950.5,188.0
428,705,1688,1917,308,935,"[[1688, 308], [1917, 308], [1917, 935], [1688, 935], [1688, 308]]",141,143583,1802.5,621.5
599,705,1842,1920,486,1280,"[[1842, 486], [1920, 486], [1920, 1280], [1842, 1280], [1842, 486]]",141,61932,1881.0,883.0
145,710,498,693,360,976,"[[498, 360], [693, 360], [693, 976], [498, 976], [498, 360]]",142,120120,595.5,668.0
196,710,990,1058,152,403,"[[990, 152], [1058, 152], [1058, 403], [990, 403], [990, 152]]",142,17068,1024.0,277.5
294,710,1331,1532,353,1031,"[[1331, 353], [1532, 353], [1532, 1031], [1331, 1031], [1331, 353]]",142,136278,1431.5,692.0
353,710,474,542,160,377,"[[474, 160], [542, 160], [542, 377], [474, 377], [474, 160]]",142,14756,508.0,268.5
485,710,192,254,157,341,"[[192, 157], [254, 157], [254, 341], [192, 341], [192, 157]]",142,11408,223.0,249.0
177,710,576,654,174,431,"[[576, 174], [654, 174], [654, 431], [576, 431], [576, 174]]",142,20046,615.0,302.5
198,710,586,655,160,388,"[[586, 160], [655, 160], [655, 388], [586, 388], [586, 160]]",142,15732,620.5,274.0
503,710,285,346,153,337,"[[285, 153], [346, 153], [346, 337], [285, 337], [285, 153]]",142,11224,315.5,245.0
455,710,402,581,330,880,"[[402, 330], [581, 330], [581, 880], [402, 880], [402, 330]]",142,98450,491.5,605.0
16,710,1031,1074,107,271,"[[1031, 107], [1074, 107], [1074, 271], [1031, 271], [1031, 107]]",142,7052,1052.5,189.0
502,710,610,758,286,771,"[[610, 286], [758, 286], [758, 771], [610, 771], [610, 286]]",142,71780,684.0,528.5
559,710,658,769,226,594,"[[658, 226], [769, 226], [769, 594], [658, 594], [658, 226]]",142,40848,713.5,410.0
563,710,421,554,260,675,"[[421, 260], [554, 260], [554, 675], [421, 675], [421, 260]]",142,55195,487.5,467.5
147,710,1265,1311,105,285,"[[1265, 105], [1311, 105], [1311, 285], [1265, 285], [1265, 105]]",142,8280,1288.0,195.0
115,710,752,836,182,473,"[[752, 182], [836, 182], [836, 473], [752, 473], [752, 182]]",142,24444,794.0,327.5
160,710,913,955,108,260,"[[913, 108], [955, 108], [955, 260], [913, 260], [913, 108]]",142,6384,934.0,184.0
503,715,304,363,149,327,"[[304, 149], [363, 149], [363, 327], [304, 327], [304, 149]]",143,10502,333.5,238.0
198,715,606,675,159,388,"[[606, 159], [675, 159], [675, 388], [606, 388], [606, 159]]",143,15801,640.5,273.5
160,715,902,943,106,253,"[[902, 106], [943, 106], [943, 253], [902, 253], [902, 106]]",143,6027,922.5,179.5
147,715,1260,1306,104,284,"[[1260, 104], [1306, 104], [1306, 284], [1260, 284], [1260, 104]]",143,8280,1283.0,194.0
196,715,941,1009,153,402,"[[941, 153], [1009, 153], [1009, 402], [941, 402], [941, 153]]",143,16932,975.0,277.5
502,715,747,894,288,787,"[[747, 288], [894, 288], [894, 787], [747, 787], [747, 288]]",143,73353,820.5,537.5
294,715,1514,1775,392,1161,"[[1514, 392], [1775, 392], [1775, 1161], [1514, 1161], [1514, 392]]",143,200709,1644.5,776.5
455,715,615,784,321,873,"[[615, 321], [784, 321], [784, 873], [615, 873], [615, 321]]",143,93288,699.5,597.0
563,715,464,595,257,669,"[[464, 257], [595, 257], [595, 669], [464, 669], [464, 257]]",143,53972,529.5,463.0
559,715,673,784,226,597,"[[673, 226], [784, 226], [784, 597], [673, 597], [673, 226]]",143,41181,728.5,411.5
16,715,1028,1071,108,272,"[[1028, 108], [1071, 108], [1071, 272], [1028, 272], [1028, 108]]",143,7052,1049.5,190.0
353,715,517,584,158,375,"[[517, 158], [584, 158], [584, 375], [517, 375], [517, 158]]",143,14539,550.5,266.5
115,715,756,841,183,475,"[[756, 183], [841, 183], [841, 475], [756, 475], [756, 183]]",143,24820,798.5,329.0
177,715,587,663,172,424,"[[587, 172], [663, 172], [663, 424], [587, 424], [587, 172]]",143,19152,625.0,298.0
485,715,236,295,152,330,"[[236, 152], [295, 152], [295, 330], [236, 330], [236, 152]]",143,10502,265.5,241.0
559,720,740,848,222,591,"[[740, 222], [848, 222], [848, 591], [740, 591], [740, 222]]",144,39852,794.0,406.5
198,720,613,682,159,388,"[[613, 159], [682, 159], [682, 388], [613, 388], [613, 159]]",144,15801,647.5,273.5
196,720,901,969,154,400,"[[901, 154], [969, 154], [969, 400], [901, 400], [901, 154]]",144,16728,935.0,277.0
115,720,761,845,182,472,"[[761, 182], [845, 182], [845, 472], [761, 472], [761, 182]]",144,24360,803.0,327.0
455,720,805,973,327,908,"[[805, 327], [973, 327], [973, 908], [805, 908], [805, 327]]",144,97608,889.0,617.5
563,720,485,616,257,671,"[[485, 257], [616, 257], [616, 671], [485, 671], [485, 257]]",144,54234,550.5,464.0
503,720,330,386,145,317,"[[330, 145], [386, 145], [386, 317], [330, 317], [330, 145]]",144,9632,358.0,231.0
145,720,868,1070,389,1094,"[[868, 389], [1070, 389], [1070, 1094], [868, 1094], [868, 389]]",144,142410,969.0,741.5
177,720,605,680,169,417,"[[605, 169], [680, 169], [680, 417], [605, 417], [605, 169]]",144,18600,642.5,293.0
160,720,893,932,104,246,"[[893, 104], [932, 104], [932, 246], [893, 246], [893, 104]]",144,5538,912.5,175.0
16,720,1028,1070,107,268,"[[1028, 107], [1070, 107], [1070, 268], [1028, 268], [1028, 107]]",144,6762,1049.0,187.5
502,720,923,1071,296,828,"[[923, 296], [1071, 296], [1071, 828], [923, 828], [923, 296]]",144,78736,997.0,562.0
193,720,57,213,292,735,"[[57, 292], [213, 292], [213, 735], [57, 735], [57, 292]]",144,69108,135.0,513.5
353,720,555,621,156,374,"[[555, 156], [621, 156], [621, 374], [555, 374], [555, 156]]",144,14388,588.0,265.0
147,720,1270,1317,104,284,"[[1270, 104], [1317, 104], [1317, 284], [1270, 284], [1270, 104]]",144,8460,1293.5,194.0
485,720,271,328,147,319,"[[271, 147], [328, 147], [328, 319], [271, 319], [271, 147]]",144,9804,299.5,233.0
16,725,1026,1069,107,268,"[[1026, 107], [1069, 107], [1069, 268], [1026, 268], [1026, 107]]",145,6923,1047.5,187.5
503,725,358,412,142,309,"[[358, 142], [412, 142], [412, 309], [358, 309], [358, 142]]",145,9018,385.0,225.5
353,725,603,669,154,373,"[[603, 154], [669, 154], [669, 373], [603, 373], [603, 154]]",145,14454,636.0,263.5
455,725,963,1124,320,901,"[[963, 320], [1124, 320], [1124, 901], [963, 901], [963, 320]]",145,93541,1043.5,610.5
193,725,131,293,300,767,"[[131, 300], [293, 300], [293, 767], [131, 767], [131, 300]]",145,75654,212.0,533.5
115,725,759,843,182,472,"[[759, 182], [843, 182], [843, 472], [759, 472], [759, 182]]",145,24360,801.0,327.0
147,725,1271,1317,104,283,"[[1271, 104], [1317, 104], [1317, 283], [1271, 283], [1271, 104]]",145,8234,1294.0,193.5
559,725,787,893,219,586,"[[787, 219], [893, 219], [893, 586], [787, 586], [787, 219]]",145,38902,840.0,402.5
502,725,1071,1213,290,825,"[[1071, 290], [1213, 290], [1213, 825], [1071, 825], [1071, 290]]",145,75970,1142.0,557.5
145,725,1097,1308,411,1177,"[[1097, 411], [1308, 411], [1308, 1177], [1097, 1177], [1097, 411]]",145,161626,1202.5,794.0
196,725,869,938,155,399,"[[869, 155], [938, 155], [938, 399], [869, 399], [869, 155]]",145,16836,903.5,277.0
563,725,573,699,249,657,"[[573, 249], [699, 249], [699, 657], [573, 657], [573, 249]]",145,51408,636.0,453.0
485,725,309,363,144,311,"[[309, 144], [363, 144], [363, 311], [309, 311], [309, 144]]",145,9018,336.0,227.5
177,725,634,707,166,412,"[[634, 166], [707, 166], [707, 412], [634, 412], [634, 166]]",145,17958,670.5,289.0
198,725,617,686,159,388,"[[617, 159], [686, 159], [686, 388], [617, 388], [617, 159]]",145,15801,651.5,273.5
160,725,875,914,103,241,"[[875, 103], [914, 103], [914, 241], [875, 241], [875, 103]]",145,5382,894.5,172.0
16,730,1026,1069,107,268,"[[1026, 107], [1069, 107], [1069, 268], [1026, 268], [1026, 107]]",146,6923,1047.5,187.5
145,730,1353,1611,435,1268,"[[1353, 435], [1611, 435], [1611, 1268], [1353, 1268], [1353, 435]]",146,214914,1482.0,851.5
503,730,387,439,137,299,"[[387, 137], [439, 137], [439, 299], [387, 299], [387, 137]]",146,8424,413.0,218.0
193,730,283,442,297,773,"[[283, 297], [442, 297], [442, 773], [283, 773], [283, 297]]",146,75684,362.5,535.0
115,730,759,843,182,472,"[[759, 182], [843, 182], [843, 472], [759, 472], [759, 182]]",146,24360,801.0,327.0
455,730,1131,1293,324,929,"[[1131, 324], [1293, 324], [1293, 929], [1131, 929], [1131, 324]]",146,98010,1212.0,626.5
563,730,621,745,248,658,"[[621, 248], [745, 248], [745, 658], [621, 658], [621, 248]]",146,50840,683.0,453.0
559,730,830,933,215,578,"[[830, 215], [933, 215], [933, 578], [830, 578], [830, 215]]",146,37389,881.5,396.5
485,730,331,383,140,301,"[[331, 140], [383, 140], [383, 301], [331, 301], [331, 140]]",146,8372,357.0,220.5
46,730,123,271,279,704,"[[123, 279], [271, 279], [271, 704], [123, 704], [123, 279]]",146,62900,197.0,491.5
198,730,617,686,159,388,"[[617, 159], [686, 159], [686, 388], [617, 388], [617, 159]]",146,15801,651.5,273.5
160,730,869,906,101,236,"[[869, 101], [906, 101], [906, 236], [869, 236], [869, 101]]",146,4995,887.5,168.5
147,730,1271,1317,104,283,"[[1271, 104], [1317, 104], [1317, 283], [1271, 283], [1271, 104]]",146,8234,1294.0,193.5
177,730,647,720,165,409,"[[647, 165], [720, 165], [720, 409], [647, 409], [647, 165]]",146,17812,683.5,287.0
47,730,83,268,331,855,"[[83, 331], [268, 331], [268, 855], [83, 855], [83, 331]]",146,96940,175.5,593.0
502,730,1223,1372,293,845,"[[1223, 293], [1372, 293], [1372, 845], [1223, 845], [1223, 293]]",146,82248,1297.5,569.0
353,730,616,682,154,374,"[[616, 154], [682, 154], [682, 374], [616, 374], [616, 154]]",146,14520,649.0,264.0
196,730,828,897,157,403,"[[828, 157], [897, 157], [897, 403], [828, 403], [828, 157]]",146,16974,862.5,280.0
147,735,1277,1323,103,283,"[[1277, 103], [1323, 103], [1323, 283], [1277, 283], [1277, 103]]",147,8280,1300.0,193.0
160,735,858,894,100,231,"[[858, 100], [894, 100], [894, 231], [858, 231], [858, 100]]",147,4716,876.0,165.5
115,735,759,843,182,472,"[[759, 182], [843, 182], [843, 472], [759, 472], [759, 182]]",147,24360,801.0,327.0
455,735,1326,1505,319,932,"[[1326, 319], [1505, 319], [1505, 932], [1326, 932], [1326, 319]]",147,109727,1415.5,625.5
145,735,1565,1885,457,1280,"[[1565, 457], [1885, 457], [1885, 1280], [1565, 1280], [1565, 457]]",147,263360,1725.0,868.5
559,735,889,992,215,584,"[[889, 215], [992, 215], [992, 584], [889, 584], [889, 215]]",147,38007,940.5,399.5
353,735,650,715,152,371,"[[650, 152], [715, 152], [715, 371], [650, 371], [650, 152]]",147,14235,682.5,261.5
177,735,642,714,164,406,"[[642, 164], [714, 164], [714, 406], [642, 406], [642, 164]]",147,17424,678.0,285.0
46,735,273,416,275,704,"[[273, 275], [416, 275], [416, 704], [273, 704], [273, 275]]",147,61347,344.5,489.5
47,735,217,406,339,891,"[[217, 339], [406, 339], [406, 891], [217, 891], [217, 339]]",147,104328,311.5,615.0
485,735,352,402,136,292,"[[352, 136], [402, 136], [402, 292], [352, 292], [352, 136]]",147,7800,377.0,214.0
503,735,405,455,134,292,"[[405, 134], [455, 134], [455, 292], [405, 292], [405, 134]]",147,7900,430.0,213.0
196,735,808,879,159,407,"[[808, 159], [879, 159], [879, 407], [808, 407], [808, 159]]",147,17608,843.5,283.0
16,735,1032,1075,106,267,"[[1032, 106], [1075, 106], [1075, 267], [1032, 267], [1032, 106]]",147,6923,1053.5,186.5
563,735,687,807,242,645,"[[687, 242], [807, 242], [807, 645], [687, 645], [687, 242]]",147,48360,747.0,443.5
502,735,1420,1597,295,872,"[[1420, 295], [1597, 295], [1597, 872], [1420, 872], [1420, 295]]",147,102129,1508.5,583.5
193,735,383,546,305,805,"[[383, 305], [546, 305], [546, 805], [383, 805], [383, 305]]",147,81500,464.5,555.0
198,735,617,686,159,388,"[[617, 159], [686, 159], [686, 388], [617, 388], [617, 159]]",147,15801,651.5,273.5
147,740,1277,1323,103,283,"[[1277, 103], [1323, 103], [1323, 283], [1277, 283], [1277, 103]]",148,8280,1300.0,193.0
115,740,759,843,182,472,"[[759, 182], [843, 182], [843, 472], [759, 472], [759, 182]]",148,24360,801.0,327.0
503,740,422,470,131,283,"[[422, 131], [470, 131], [470, 283], [422, 283], [422, 131]]",148,7296,446.0,207.0
559,740,910,1011,210,572,"[[910, 210], [1011, 210], [1011, 572], [910, 572], [910, 210]]",148,36562,960.5,391.0
198,740,617,686,159,388,"[[617, 159], [686, 159], [686, 388], [617, 388], [617, 159]]",148,15801,651.5,273.5
48,740,127,260,258,641,"[[127, 258], [260, 258], [260, 641], [127, 641], [127, 258]]",148,50939,193.5,449.5
193,740,530,691,304,816,"[[530, 304], [691, 304], [691, 816], [530, 816], [530, 304]]",148,82432,610.5,560.0
455,740,1504,1717,328,976,"[[1504, 328], [1717, 328], [1717, 976], [1504, 976], [1504, 328]]",148,138024,1610.5,652.0
353,740,676,741,151,369,"[[676, 151], [741, 151], [741, 369], [676, 369], [676, 151]]",148,14170,708.5,260.0
177,740,635,707,163,402,"[[635, 163], [707, 163], [707, 402], [635, 402], [635, 163]]",148,17208,671.0,282.5
485,740,369,418,133,285,"[[369, 133], [418, 133], [418, 285], [369, 285], [369, 133]]",148,7448,393.5,209.0
502,740,1577,1773,288,866,"[[1577, 288], [1773, 288], [1773, 866], [1577, 866], [1577, 288]]",148,113288,1675.0,577.0
47,740,313,507,352,936,"[[313, 352], [507, 352], [507, 936], [313, 936], [313, 352]]",148,113296,410.0,644.0
196,740,780,851,161,411,"[[780, 161], [851, 161], [851, 411], [780, 411], [780, 161]]",148,17750,815.5,286.0
16,740,1032,1075,106,267,"[[1032, 106], [1075, 106], [1075, 267], [1032, 267], [1032, 106]]",148,6923,1053.5,186.5
160,740,850,885,99,226,"[[850, 99], [885, 99], [885, 226], [850, 226], [850, 99]]",148,4445,867.5,162.5
46,740,399,540,272,707,"[[399, 272], [540, 272], [540, 707], [399, 707], [399, 272]]",148,61335,469.5,489.5
563,740,746,864,239,644,"[[746, 239], [864, 239], [864, 644], [746, 644], [746, 239]]",148,47790,805.0,441.5
147,745,1277,1323,103,283,"[[1277, 103], [1323, 103], [1323, 283], [1277, 283], [1277, 103]]",149,8280,1300.0,193.0
115,745,759,843,182,472,"[[759, 182], [843, 182], [843, 472], [759, 472], [759, 182]]",149,24360,801.0,327.0
177,745,638,710,163,402,"[[638, 163], [710, 163], [710, 402], [638, 402], [638, 163]]",149,17208,674.0,282.5
353,745,700,764,151,371,"[[700, 151], [764, 151], [764, 371], [700, 371], [700, 151]]",149,14080,732.0,261.0
198,745,629,697,158,386,"[[629, 158], [697, 158], [697, 386], [629, 386], [629, 158]]",149,15504,663.0,272.0
559,745,899,1000,211,572,"[[899, 211], [1000, 211], [1000, 572], [899, 572], [899, 211]]",149,36461,949.5,391.5
503,745,440,487,128,276,"[[440, 128], [487, 128], [487, 276], [440, 276], [440, 128]]",149,6956,463.5,202.0
47,745,501,690,349,946,"[[501, 349], [690, 349], [690, 946], [501, 946], [501, 349]]",149,112833,595.5,647.5
16,745,1032,1075,106,267,"[[1032, 106], [1075, 106], [1075, 267], [1032, 267], [1032, 106]]",149,6923,1053.5,186.5
455,745,1678,1909,314,952,"[[1678, 314], [1909, 314], [1909, 952], [1678, 952], [1678, 314]]",149,147378,1793.5,633.0
196,745,780,851,161,411,"[[780, 161], [851, 161], [851, 411], [780, 411], [780, 161]]",149,17750,815.5,286.0
160,745,849,884,98,222,"[[849, 98], [884, 98], [884, 222], [849, 222], [849, 98]]",149,4340,866.5,160.0
563,745,821,936,234,635,"[[821, 234], [936, 234], [936, 635], [821, 635], [821, 234]]",149,46115,878.5,434.5
48,745,294,415,241,606,"[[294, 241], [415, 241], [415, 606], [294, 606], [294, 241]]",149,44165,354.5,423.5
193,745,683,842,306,836,"[[683, 306], [842, 306], [842, 836], [683, 836], [683, 306]]",149,84270,762.5,571.0
46,745,530,671,275,729,"[[530, 275], [671, 275], [671, 729], [530, 729], [530, 275]]",149,64014,600.5,502.0
502,745,1696,1909,287,874,"[[1696, 287], [1909, 287], [1909, 874], [1696, 874], [1696, 287]]",149,125031,1802.5,580.5
485,745,381,429,132,281,"[[381, 132], [429, 132], [429, 281], [381, 281], [381, 132]]",149,7152,405.0,206.5
147,750,1277,1323,103,283,"[[1277, 103], [1323, 103], [1323, 283], [1277, 283], [1277, 103]]",150,8280,1300.0,193.0
503,750,463,508,125,268,"[[463, 125], [508, 125], [508, 268], [463, 268], [463, 125]]",150,6435,485.5,196.5
115,750,759,843,182,472,"[[759, 182], [843, 182], [843, 472], [759, 472], [759, 182]]",150,24360,801.0,327.0
353,750,726,790,150,370,"[[726, 150], [790, 150], [790, 370], [726, 370], [726, 150]]",150,14080,758.0,260.0
563,750,911,1019,225,616,"[[911, 225], [1019, 225], [1019, 616], [911, 616], [911, 225]]",150,42228,965.0,420.5
198,750,659,727,156,384,"[[659, 156], [727, 156], [727, 384], [659, 384], [659, 156]]",150,15504,693.0,270.0
559,750,906,1005,209,566,"[[906, 209], [1005, 209], [1005, 566], [906, 566], [906, 209]]",150,35343,955.5,387.5
46,750,676,813,269,726,"[[676, 269], [813, 269], [813, 726], [676, 726], [676, 269]]",150,62609,744.5,497.5
